"sample_id","wavelength","absorbance","temp","measurement_error"
"Sample_1",200,1.36092963890032,24.3543733223881,0.0740155574841189
"Sample_1",210,0.981899517506491,25.6662086354255,-0.0499604402713538
"Sample_1",220,1.23245432844583,25.8175440369412,-0.0252234927627374
"Sample_1",230,1.12405904359971,24.4400294021241,0.102009508669761
"Sample_1",240,1.34045562919692,25.7861472161908,-0.0661028235737861
"Sample_1",250,1.26006024356853,23.8692933061463,0.0739765403383627
"Sample_1",260,1.21906616225302,23.3847610861283,0.0197011883253897
"Sample_1",270,1.14331699231383,23.7856562717927,0.117864956765998
"Sample_1",280,1.65550200534392,25.6167963734218,-0.0134744221806343
"Sample_1",290,1.08919422256629,25.0429042307597,-0.0291707917733719
"Sample_1",300,1.37672758029926,24.8561165915512,0.0757601516082669
"Sample_1",310,1.72602200336756,24.8549220040435,0.0501370710556165
"Sample_1",320,0.947469235119544,24.9613580414165,0.0338403812424452
"Sample_1",330,1.03415269616652,24.3556985361576,-0.141154861093598
"Sample_1",340,1.18403769467632,25.3849852741094,-0.0127614711551812
"Sample_1",350,0.984049384160393,23.4531502990507,-0.00246099633647101
"Sample_1",360,1.12540329504877,25.9893540691174,-0.023812216099394
"Sample_1",370,0.580515644416775,24.6237092434376,-0.0273456106084157
"Sample_1",380,0.386129917637379,26.2411162398621,-0.0667560699238325
"Sample_1",390,1.10415490243697,24.0522647093152,-0.0179516442590467
"Sample_1",400,0.97070705684561,26.767977807556,-0.0869108197942748
"Sample_1",410,0.83342239393233,25.9173277775488,-0.0161508417796814
"Sample_1",420,1.1323805086267,24.1052245911456,0.0670559247410068
"Sample_1",430,1.45155016203527,24.3118340550416,0.00962650498017043
"Sample_1",440,1.26411993288091,24.0015160767604,-0.0487808005433912
"Sample_1",450,1.18626633644168,22.8927586023588,-0.00304605589632611
"Sample_1",460,0.895358044130045,25.8574189575036,0.0829861677811357
"Sample_1",470,0.521903409183675,26.1260757279942,-0.00370057342873671
"Sample_1",480,1.2517087666074,24.8016315991267,0.0196053085691493
"Sample_1",490,0.834044001048604,25.1546159437406,0.102592204922005
"Sample_1",500,1.28049477391318,24.198399130871,0.0104247094315916
"Sample_1",510,1.13818796835362,24.9548188074783,0.0720261635074366
"Sample_1",520,1.34631713835221,23.961759248128,-0.0279736203976167
"Sample_1",530,1.06612724629018,26.5595331139911,-0.0231009423207333
"Sample_1",540,0.99492554666998,24.1163193974469,-0.0628400274755686
"Sample_1",550,0.471141173640817,25.0771404076066,0.0915685326297267
"Sample_1",560,0.710965096855419,25.83720135917,-0.0617302833239075
"Sample_1",570,0.969900570232133,25.0999255557764,0.0476536621379771
"Sample_1",580,0.784569946896574,25.3027283365695,-0.00375188302166476
"Sample_1",590,1.08247156356222,23.8413555784634,-0.0291235653461454
"Sample_1",600,1.14208283775402,26.6048733589826,0.0454963715239802
"Sample_1",610,0.826285784354032,23.8979984689733,0.0897602778061718
"Sample_1",620,1.21925095242257,24.1762809929669,-0.0682637199485955
"Sample_1",630,0.744436904222741,26.209442718453,0.00310904388968411
"Sample_1",640,0.752287038321719,25.7903881491667,-0.0370215309830763
"Sample_1",650,1.04509028106981,23.9003504642505,-0.0011593690812992
"Sample_1",660,0.695808699963646,24.5785507740365,0.0661079766441421
"Sample_1",670,1.18187133072434,24.7564322870654,-0.0717656028048349
"Sample_1",680,1.07857580780016,24.6625844192324,0.00165963370763709
"Sample_1",690,1.13706561228745,23.3540997744597,-0.0102518480755025
"Sample_1",700,1.07140989391166,27.1120614239321,-0.06186521234549
"Sample_1",710,0.883387276324793,24.0497648615217,-0.0314053948530216
"Sample_1",720,1.32889273676154,22.9183539783226,-0.0145001234873452
"Sample_1",730,0.99682504121107,23.1142359027036,0.0102935577246452
"Sample_1",740,1.23029183249982,25.6179856397092,0.0294229515795187
"Sample_1",750,1.1514622707293,24.7114268200253,-0.0512167007374464
"Sample_1",760,1.33305625203047,23.6578764799817,0.0382537000486677
"Sample_1",770,1.20248279017221,25.2610382444298,-0.0777183982008689
"Sample_1",780,0.66041019199771,23.1549822935801,-0.00216177571030563
"Sample_1",790,1.28829147923282,24.8606062895885,0.0441749776768955
"Sample_1",800,0.88504069035264,24.5531897285605,-0.0729192993483466
"Sample_2",200,0.877371750111561,24.9421126646187,0.0946101020800056
"Sample_2",210,1.25954814373837,25.4823694661045,-0.069299916864271
"Sample_2",220,0.922466429830256,25.9929436367757,-0.020741215035389
"Sample_2",230,0.864600356307785,23.753604501968,0.0174540764053416
"Sample_2",240,0.442089734342157,24.9665124751544,0.0814221132907703
"Sample_2",250,0.703728856514065,24.92903781875,0.00442609478568082
"Sample_2",260,0.837866383908186,24.241079346269,0.0619575354200282
"Sample_2",270,1.54103909332939,23.9656406390608,-0.0822277767876853
"Sample_2",280,1.15027302985326,24.3692680460292,0.072317826268924
